interaction,stability,new_stability,Diff
-0.136318635612224,0.32,0.2604166666666667,0.05958333333333332
-0.3195284946898497,0.16,0.17361111111111108,-0.013611111111111074
-0.2974939770122089,0.16,0.17361111111111108,-0.013611111111111074
-0.3349431079015524,0.16,0.13020833333333334,0.02979166666666666
-0.0880798152950354,0.16,0.13020833333333334,0.02979166666666666
-0.3989133416221083,0.2,0.13020833333333334,0.06979166666666667
-0.1361393845935339,0.32,0.3038194444444445,0.01618055555555553
-0.6180599026798015,0.2,0.2604166666666667,-0.060416666666666674
-0.3432886506310091,0.24,0.2604166666666667,-0.020416666666666694
-0.2547306870502258,0.2,0.13020833333333334,0.06979166666666667
-0.405212891512203,0.2,0.21701388888888892,-0.01701388888888891
-0.2796084737599027,0.24,0.21701388888888892,0.02298611111111107
-0.3637296019347277,0.32,0.2604166666666667,0.05958333333333332
-0.2581706938442535,0.36,0.21701388888888892,0.14298611111111106
-0.5428985442986868,0.2,0.17361111111111108,0.026388888888888934
-0.3554775315979723,0.24,0.21701388888888892,0.02298611111111107
-0.039564232213294,0.28,0.2604166666666667,0.01958333333333334
-0.3616397193448124,0.2,0.17361111111111108,0.026388888888888934
-0.2239104871544034,0.16,0.13020833333333334,0.02979166666666666
-0.1657566871846217,0.32,0.21701388888888892,0.10298611111111108
0.4445372928852618,0.32,0.21701388888888892,0.10298611111111108
0.2899552924930587,0.16,0.13020833333333334,0.02979166666666666
0.247153107436133,0.2,0.17361111111111108,0.026388888888888934
0.2756027825717274,0.28,0.21701388888888892,0.0629861111111111
0.4209856974895166,0.16,0.13020833333333334,0.02979166666666666
0.2499386691552324,0.2,0.17361111111111108,0.026388888888888934
0.6008444717113495,0.24,0.0,0.24
0.3542737935417676,0.24,0.3038194444444445,-0.06381944444444448
0.2663942230584413,0.28,0.2604166666666667,0.01958333333333334
0.4560917234887906,0.16,0.13020833333333334,0.02979166666666666
0.2523739755521326,0.24,0.17361111111111108,0.06638888888888891
0.566443539320872,0.2,0.17361111111111108,0.026388888888888934
0.2876352613299335,0.24,0.13020833333333334,0.10979166666666665
0.1994052067742853,0.2,0.17361111111111108,0.026388888888888934
0.8313804555004998,0.2,0.13020833333333334,0.06979166666666667
0.6325871277904346,0.24,0.21701388888888892,0.02298611111111107
0.1005290147203065,0.2,0.21701388888888892,-0.01701388888888891
0.1595734448217144,0.2,0.13020833333333334,0.06979166666666667
0.1922365725246268,0.28,0.2604166666666667,0.01958333333333334
0.3132071461658733,0.2,0.21701388888888892,-0.01701388888888891
0.3018474371383315,0.28,0.21701388888888892,0.0629861111111111
0.3425177644079153,0.28,0.17361111111111108,0.10638888888888895
0.316801248549846,0.24,0.21701388888888892,0.02298611111111107
0.259573259882131,0.24,0.17361111111111108,0.06638888888888891
0.3607339702127965,0.28,0.3038194444444445,-0.02381944444444445
0.2405142589052993,0.2,0.17361111111111108,0.026388888888888934
0.3851970999146795,0.28,0.21701388888888892,0.0629861111111111
0.2567514947114257,0.2,0.17361111111111108,0.026388888888888934
0.3701740922388303,0.32,0.17361111111111108,0.14638888888888893
0.667178881902349,0.2,0.21701388888888892,-0.01701388888888891
0.5270860383876678,0.2,0.0,0.2
0.905439256814663,0.24,0.17361111111111108,0.06638888888888891
0.9948427982572609,0.24,0.21701388888888892,0.02298611111111107
0.8474011097925469,0.28,0.2604166666666667,0.01958333333333334
1.2665406211229584,0.2,0.17361111111111108,0.026388888888888934
0.5038045139692398,0.16,0.13020833333333334,0.02979166666666666
0.5838491461043661,0.32,0.17361111111111108,0.14638888888888893
0.9562947959133884,0.24,0.0,0.24
0.9172582254930975,0.24,0.0,0.24
0.9097488554362768,0.32,0.3038194444444445,0.01618055555555553
0.9824633326638956,0.24,0.17361111111111108,0.06638888888888891
0.4455123877308264,0.2,0.21701388888888892,-0.01701388888888891
0.869603802987882,0.2,0.21701388888888892,-0.01701388888888891
0.6727002101555416,0.36,0.2604166666666667,0.0995833333333333
0.8307935150633634,0.24,0.21701388888888892,0.02298611111111107
0.8140510083901007,0.24,0.17361111111111108,0.06638888888888891
0.6276294923993394,0.24,0.21701388888888892,0.02298611111111107
0.9103676957409385,0.24,0.17361111111111108,0.06638888888888891
0.841116275882153,0.2,0.17361111111111108,0.026388888888888934
1.3150288696555834,0.28,0.17361111111111108,0.10638888888888895
0.7404270631288277,0.2,0.17361111111111108,0.026388888888888934
1.0029880454092606,0.24,0.17361111111111108,0.06638888888888891
1.160112787944071,0.16,0.13020833333333334,0.02979166666666666
1.1256802764618294,0.2,0.13020833333333334,0.06979166666666667
1.0490756211639596,0.32,0.0,0.32
0.6809322446541657,0.36,0.2604166666666667,0.0995833333333333
0.5151833843072415,0.28,0.21701388888888892,0.0629861111111111
1.2901859618345837,0.36,0.3038194444444445,0.05618055555555551
0.9755049323018388,0.28,0.21701388888888892,0.0629861111111111
0.7927210081924752,0.28,0.13020833333333334,0.14979166666666668
2.0397138708484825,0.4,0.13020833333333334,0.26979166666666665
1.8469375554079048,0.24,0.2604166666666667,-0.020416666666666694
2.009957986751198,0.36,0.3038194444444445,0.05618055555555551
1.7191338343000642,0.28,0.2604166666666667,0.01958333333333334
1.45579147161032,0.44,0.17361111111111108,0.2663888888888889
1.8512126773023596,0.24,0.17361111111111108,0.06638888888888891
1.802963711830972,0.16,0.13020833333333334,0.02979166666666666
1.7144200265286145,0.2,0.13020833333333334,0.06979166666666667
1.3195348397257012,0.24,0.17361111111111108,0.06638888888888891
1.968283049637552,0.32,0.0,0.32
1.410326508756543,0.2,0.0,0.2
1.7750580847360111,0.28,0.21701388888888892,0.0629861111111111
1.609038798738853,0.28,0.0,0.28
1.4499681508617432,0.2,0.13020833333333334,0.06979166666666667
2.0827838985008915,0.28,0.0,0.28
1.516682274502133,0.16,0.0,0.16
2.0774281870903724,0.16,0.13020833333333334,0.02979166666666666
1.9332371088998024,0.32,0.3038194444444445,0.01618055555555553
1.5655380799038967,0.4,0.21701388888888892,0.1829861111111111
2.0142434777041647,0.2,0.17361111111111108,0.026388888888888934
2.092243381328497,0.24,0.21701388888888892,0.02298611111111107
1.5742523964775466,0.2,0.17361111111111108,0.026388888888888934
1.7210959952150628,0.32,0.21701388888888892,0.10298611111111108
1.8105757047779605,0.24,0.13020833333333334,0.10979166666666665
2.2924567972211825,0.32,0.3038194444444445,0.01618055555555553
1.5410249045805828,0.24,0.21701388888888892,0.02298611111111107
1.623683713323201,0.4,0.0,0.4
1.4530210985701528,0.24,0.21701388888888892,0.02298611111111107
2.0510911273215284,0.32,0.3038194444444445,0.01618055555555553
1.4704176880859767,0.2,0.13020833333333334,0.06979166666666667
2.401220368688887,0.44,0.17361111111111108,0.2663888888888889
2.5983249034347424,0.36,0.17361111111111108,0.1863888888888889
2.841597070286163,0.2,0.13020833333333334,0.06979166666666667
2.651658490953396,0.4,0.21701388888888892,0.1829861111111111
2.7433311674336216,0.24,0.21701388888888892,0.02298611111111107
2.611439640664573,0.28,0.13020833333333334,0.14979166666666668
2.6683261014034647,0.44,0.21701388888888892,0.22298611111111108
2.786559286886761,0.32,0.21701388888888892,0.10298611111111108
2.605642954536756,0.32,0.2604166666666667,0.05958333333333332
2.4652507808000936,0.28,0.17361111111111108,0.10638888888888895
2.6018538531312743,0.2,0.13020833333333334,0.06979166666666667
2.4398929110223246,0.32,0.3038194444444445,0.01618055555555553
2.7327741514130537,0.32,0.2604166666666667,0.05958333333333332
2.7707853990470137,0.24,0.13020833333333334,0.10979166666666665
2.5488971912211125,0.56,0.34722222222222215,0.2127777777777779
2.719152773236732,0.28,0.21701388888888892,0.0629861111111111
2.909958169256728,0.32,0.3038194444444445,0.01618055555555553
2.8382118095914906,0.32,0.17361111111111108,0.14638888888888893
2.6994901641751508,0.36,0.13020833333333334,0.22979166666666664
2.409504728778147,0.32,0.0,0.32
2.7669447627069634,0.4,0.3038194444444445,0.09618055555555555
2.2169564005079145,0.24,0.21701388888888892,0.02298611111111107
2.8202214639684438,0.32,0.21701388888888892,0.10298611111111108
2.866356874891696,0.44,0.13020833333333334,0.3097916666666667
2.7445260845715325,0.2,0.2604166666666667,-0.060416666666666674
2.722086320000382,0.24,0.21701388888888892,0.02298611111111107
2.786729136813788,0.28,0.17361111111111108,0.10638888888888895
2.655024553429272,0.36,0.2604166666666667,0.0995833333333333
2.789186518052866,0.24,0.17361111111111108,0.06638888888888891
2.6214603304323645,0.32,0.17361111111111108,0.14638888888888893
