stability,resistance_invasion,resistance_environment,total_positive_up,mean_positive_up,total_negative_up,mean_negative_up,degree_up,total_positive_down,mean_positive_down,total_negative_down,mean_negative_down,degree_down,total_positive_trans,mean_positive_trans,total_negative_trans,mean_negative_trans,degree_trans,mu,rho,richness_up,richness_down
0.24,0.24,0.0,3.5379280000000004,0.16081490909090912,3.4821330000000006,0.17410665000000006,6.0,0.0,0.0,0.0,0.0,0.0,0.5574479999999999,0.278724,0.362848,0.0725696,7.0,0.0,0.0,12,2
0.56,0.56,0.0,8.256233000000002,0.20137153658536588,8.47034,0.17286408163265307,9.0,5.337039000000001,0.2052707307692308,2.198738,0.13742112499999998,6.0,6.084497,0.19627409677419355,9.511997,0.24389735897435896,10.0,0.0,0.0,10,2
0.04,0.04,0.0,5.698676,0.178083625,4.962949999999998,0.2067895833333333,7.0,5.337039000000001,0.2052707307692308,2.198738,0.13742112499999998,6.0,4.298118,0.13864896774193547,7.742266000000001,0.30969064,8.0,0.0,0.0,7,2
0.6,0.6,0.0,14.285367,0.2132144328358209,12.035936999999999,0.18516826153846155,11.0,5.337039000000001,0.2052707307692308,2.198738,0.13742112499999998,6.0,8.815557,0.2050129534883721,11.320541,0.27611075609756097,12.0,0.0,0.0,10,2
0.68,0.68,0.0,23.329934,0.21017958558558555,19.869923,0.2007062929292929,14.0,5.337039000000001,0.2052707307692308,2.198738,0.13742112499999998,6.0,12.415133,0.20024408064516128,11.822367999999999,0.2749387906976745,15.0,0.0,0.0,9,2
0.44,0.44,0.0,5.079105,0.1693035,3.949881,0.16457837500000005,4.5,0.937368,0.468684,0.101801,0.101801,1.0,2.3380970000000003,0.2338097,2.803083,0.2803083,6.666666666666668,0.0,0.0,9,2
0.44,0.44,0.0,6.562030999999998,0.1874866,5.427419,0.18715237931034484,5.333333333333333,0.937368,0.468684,0.101801,0.101801,1.0,1.4202830000000002,0.15780922222222224,2.923173,0.265743,6.666666666666668,0.0,0.0,5,2
0.32,0.32,0.0,3.236333000000001,0.2942120909090909,0.6151369999999999,0.15378425,2.5,0.937368,0.468684,0.101801,0.101801,1.0,1.5475340000000002,0.25792233333333336,1.544513,0.38612825,3.333333333333333,0.0,0.0,15,1
0.4,0.4,0.0,5.753931,0.17981034375,4.624912,0.19270466666666666,5.090909090909091,0.937368,0.468684,0.101801,0.101801,1.0,1.9445240000000001,0.1767749090909091,1.872334,0.2674762857142857,6.0,0.0,0.0,11,1
0.4,0.4,0.0,4.906946,0.16356486666666664,5.402106,0.20777330769230767,5.090909090909091,0.937368,0.468684,0.101801,0.101801,1.0,1.514392,0.16826577777777774,0.971642,0.16194033333333333,5.0,0.0,0.0,12,1
0.44,0.44,0.0,8.677158,0.1972081363636364,7.939247,0.1936401707317073,6.538461538461537,0.937368,0.468684,0.101801,0.101801,1.0,1.636655,0.13638791666666664,1.6912610000000001,0.18791788888888888,7.0,0.0,0.0,10,1
0.36,0.36,0.0,4.960844999999999,0.19080173076923074,4.720649,0.2247928095238095,4.7,0.937368,0.468684,0.101801,0.101801,1.0,1.2237040000000001,0.1223704,1.2547739999999998,0.209129,5.333333333333333,0.0,0.0,15,1
0.36,0.36,0.0,5.2058149999999985,0.2366279545454545,2.757541,0.13787705,4.666666666666667,0.937368,0.468684,0.101801,0.101801,1.0,2.081287,0.1892079090909091,2.8246710000000004,0.3138523333333334,6.666666666666668,0.0,0.0,13,1
0.32,0.32,0.0,3.476605,0.2317736666666667,2.7621689999999997,0.19729778571428566,3.625,0.937368,0.468684,0.101801,0.101801,1.0,1.7384959999999998,0.21731199999999998,2.186646,0.36444099999999996,4.666666666666667,0.0,0.0,11,1
0.4,0.4,0.0,11.187327,0.16950495454545456,10.579995999999998,0.2251062978723404,7.533333333333332,0.937368,0.468684,0.101801,0.101801,1.0,2.572385,0.1714923333333333,3.416176,0.2846813333333333,9.0,0.0,0.0,6,1
0.28,0.28,0.0,2.5689889999999997,0.17126593333333334,1.3610719999999998,0.17013399999999998,3.2857142857142856,0.937368,0.468684,0.101801,0.101801,1.0,1.5211630000000005,0.2535271666666667,2.646286,0.44104766666666667,4.0,0.0,0.0,14,1
0.32,0.32,0.0,4.5257559999999994,0.3232682857142857,3.5980520000000005,0.18937115789473688,4.125,0.937368,0.468684,0.101801,0.101801,1.0,1.085593,0.1550847142857143,1.527734,0.16974822222222222,5.333333333333333,0.0,0.0,13,1
0.28,0.28,0.0,3.638943,0.2021635,1.60133,0.13344416666666667,3.75,0.937368,0.468684,0.101801,0.101801,1.0,0.6581170000000001,0.10968616666666668,2.114378,0.3523963333333333,4.0,0.0,0.0,5,1
0.48,0.48,0.0,13.939561,0.17871232051282052,11.951771999999998,0.20968021052631572,7.9411764705882355,0.937368,0.468684,0.101801,0.101801,1.0,2.89741,0.181088125,4.0046339999999985,0.3640576363636363,9.0,0.0,0.0,14,1
0.44,0.44,0.0,2.427964,0.14282141176470586,3.3240959999999995,0.2374354285714285,3.875,0.937368,0.468684,0.101801,0.101801,1.0,1.011877,0.20237540000000004,1.668241,0.208530125,4.333333333333333,0.0,0.0,12,1
0.36,0.36,0.0,2.9750049999999995,0.13522749999999994,5.2662939999999985,0.1950479259259259,4.454545454545454,0.937368,0.468684,0.101801,0.101801,1.0,0.973111,0.16218516666666669,1.802903,0.25755757142857144,4.333333333333333,0.0,0.0,10,1
0.32,0.32,0.0,5.231447,0.19375729629629632,5.263762999999999,0.1815090689655172,4.666666666666667,0.937368,0.468684,0.101801,0.101801,1.0,1.836098,0.20401088888888888,4.686737,0.42606700000000003,6.666666666666668,0.0,0.0,10,2
0.28,0.28,0.0,1.8132150000000002,0.12951535714285714,1.3910959999999999,0.099364,3.5,0.937368,0.468684,0.101801,0.101801,1.0,1.329306,0.16616324999999998,0.8510639999999999,0.1702128,4.333333333333333,0.0,0.0,11,2
0.36,0.36,0.0,9.361202,0.21770237209302326,5.620879999999999,0.14412512820512818,6.307692307692308,0.937368,0.468684,0.101801,0.101801,1.0,2.1589560000000003,0.19626872727272726,4.130255,0.3754777272727273,7.333333333333332,0.0,0.0,6,2
0.36,0.36,0.0,4.389953,0.19086752173913046,4.427936,0.19251895652173912,5.111111111111111,0.937368,0.468684,0.101801,0.101801,1.0,1.513796,0.21625657142857144,2.9095089999999995,0.2645008181818181,6.0,0.0,0.0,11,2
0.4,0.4,0.0,6.746321000000001,0.2044339696969697,5.481273000000002,0.1827091,5.25,0.937368,0.468684,0.101801,0.101801,1.0,2.026032,0.2026032,2.776672,0.2524247272727273,7.0,0.0,0.0,7,2
0.48,0.48,0.0,9.130843,0.1942732553191489,7.677949999999999,0.18726707317073168,6.2857142857142865,0.937368,0.468684,0.101801,0.101801,1.0,1.913493,0.1913493,3.5909129999999996,0.29924275,7.333333333333332,0.0,0.0,13,2
0.32,0.32,0.0,2.433752,0.1280922105263158,2.78658,0.16391647058823527,4.0,0.937368,0.468684,0.101801,0.101801,1.0,1.5257650000000005,0.15257650000000006,1.678684,0.2797806666666667,5.333333333333333,0.0,0.0,11,2
0.44,0.44,0.0,9.385327,0.2133028863636364,8.307299,0.21861313157894735,6.307692307692308,0.937368,0.468684,0.101801,0.101801,1.0,2.541012,0.19546246153846156,2.631771,0.5263542,6.0,0.0,0.0,11,2
0.44,0.44,0.0,2.8579950000000003,0.23816625,0.230844,0.057711,2.6666666666666665,0.937368,0.468684,0.101801,0.101801,1.0,0.923276,0.13189657142857142,1.410014,0.3525035,3.6666666666666665,0.0,0.0,10,2
0.52,0.52,0.0,7.356107000000001,0.1886181282051282,8.206237,0.2217901891891892,6.333333333333332,0.937368,0.468684,0.101801,0.101801,1.0,1.044797,0.14925671428571427,2.2510220000000003,0.18758516666666664,6.333333333333332,0.0,0.0,9,2
0.48,0.48,0.0,7.145157000000001,0.23817190000000005,3.1065,0.11948076923076925,5.6,0.937368,0.468684,0.101801,0.101801,1.0,1.7927849999999999,0.1792785,3.317674,0.33176740000000005,6.666666666666668,0.0,0.0,14,2
0.44,0.44,0.0,7.110765,0.19752125,4.69718,0.1878872,5.083333333333333,0.937368,0.468684,0.101801,0.101801,1.0,1.748935,0.17489349999999998,2.414021,0.2682245555555556,6.333333333333332,0.0,0.0,8,2
0.04,0.04,0.0,4.600778999999998,0.1643135357142857,5.804832,0.23219328,4.818181818181818,0.0,0.0,0.925768,0.231442,1.3333333333333333,0.902783,0.1805566,3.37185,0.2809875,5.666666666666668,0.0,0.0,12,2
0.48,0.48,0.0,13.311539000000002,0.2511611132075472,11.305180999999996,0.1853308360655737,7.6,0.0,0.0,0.925768,0.231442,1.3333333333333333,1.750052,0.1750052,3.755788,0.23473675,8.666666666666666,0.0,0.0,7,2
0.04,0.04,0.0,3.310157,0.22067713333333336,4.844633999999999,0.2106362608695652,4.222222222222221,0.0,0.0,0.925768,0.231442,1.3333333333333333,1.335199,0.1335199,3.12873,0.34763666666666665,6.333333333333332,0.0,0.0,10,2
0.4,0.4,0.0,4.682816000000001,0.23414080000000004,3.5151950000000003,0.1406078,4.5,0.0,0.0,0.925768,0.231442,1.3333333333333333,0.918905,0.15315083333333332,2.275504,0.206864,5.666666666666668,0.0,0.0,11,2
0.12,0.12,0.0,3.478883,0.2174301875,2.055543,0.17129525,3.5,0.0,0.0,0.0,0.0,0.0,0.138547,0.138547,0.304568,0.304568,2.0,0.0,0.0,11,3
0.28,0.28,0.0,6.102522,0.1849249090909091,5.203214000000001,0.18582907142857147,5.545454545454546,0.0,0.0,0.0,0.0,0.0,0.7801710000000001,0.26005700000000004,0.540959,0.2704795,5.0,0.0,0.0,8,1
0.32,0.32,0.0,2.4977720000000003,0.16651813333333332,3.918302,0.244893875,3.875,0.0,0.0,0.0,0.0,0.0,0.5555410000000001,0.27777050000000003,0.0,0.0,2.0,0.0,0.0,11,1
0.2,0.2,0.0,3.028162,0.21629728571428566,1.957237,0.244654625,3.1428571428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304568,0.304568,1.0,0.0,0.0,9,1
0.28,0.28,0.0,0.282851,0.07071275,2.857494,0.20410671428571428,2.571428571428572,0.0,0.0,0.0,0.0,0.0,0.460714,0.15357133333333334,0.0,0.0,3.0,0.0,0.0,9,1
0.24,0.24,0.0,6.048361,0.20161203333333333,2.263766,0.13316270588235293,4.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.236084,0.118042,0.236391,0.236391,3.0,0.0,0.0,12,1
0.16,0.16,0.0,5.994618999999998,0.1998206333333333,3.6394349999999998,0.18197175,5.0,0.0,0.0,0.0,0.0,0.0,0.719989,0.2399963333333333,0.550427,0.2752135,5.0,0.0,0.0,7,1
0.24,0.24,0.0,8.699796999999998,0.1933288222222221,7.236283999999999,0.17649473170731705,6.615384615384616,0.0,0.0,0.0,0.0,0.0,0.37209200000000003,0.12403066666666665,0.550427,0.2752135,5.0,0.0,0.0,8,1
0.32,0.32,0.0,4.8582480000000015,0.2313451428571429,4.588014,0.2294007,4.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.513354,0.1283385,0.31403600000000004,0.31403600000000004,5.0,0.0,0.0,12,1
0.2,0.2,0.0,2.671855,0.1908467857142857,5.072938,0.1690979333333333,4.4,0.0,0.0,0.0,0.0,0.0,0.6340819999999999,0.21136066666666667,0.304568,0.304568,4.0,0.0,0.0,9,1
0.36,0.36,0.0,3.919774,0.1704249565217391,4.283513,0.20397680952380956,4.4,0.0,0.0,0.0,0.0,0.0,0.645536,0.161384,0.0,0.0,4.0,0.0,0.0,12,1
0.16,0.16,0.0,3.270555,0.1557407142857143,1.0035729999999998,0.1433675714285714,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.138547,0.138547,0.540959,0.2704795,3.0,0.0,0.0,11,1
0.08,0.08,0.0,2.766798,0.27667980000000003,1.2483300000000002,0.124833,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.138547,0.138547,0.550427,0.2752135,3.0,0.0,0.0,10,1
0.28,0.28,0.0,6.404571,0.19407790909090908,2.802828,0.10380844444444444,5.454545454545454,0.0,0.0,0.0,0.0,0.0,0.590357,0.19678566666666664,0.0,0.0,3.0,0.0,0.0,11,1
0.2,0.2,0.0,3.808154,0.1904077,2.470329,0.1646886,4.375,0.0,0.0,0.0,0.0,0.0,0.14746199999999998,0.07373099999999999,0.0,0.0,2.0,0.0,0.0,10,1
0.32,0.32,0.0,6.845022,0.2074249090909091,3.681739,0.15340579166666668,4.75,0.0,0.0,0.0,0.0,0.0,0.592896,0.197632,0.236391,0.236391,4.0,0.0,0.0,9,1
0.32,0.32,0.0,4.486675000000001,0.2039397727272728,5.780449,0.2140907037037037,4.9,0.0,0.0,0.0,0.0,0.0,0.5555410000000001,0.27777050000000003,0.31403600000000004,0.31403600000000004,3.0,0.0,0.0,9,1
0.16,0.16,0.0,2.6101110000000003,0.21750925,1.9976639999999999,0.166472,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.581442,0.290721,0.6186039999999999,0.309302,4.0,0.0,0.0,10,9
0.24,0.24,0.0,7.279816,0.2141122352941177,2.483089,0.12415445,4.909090909090909,0.0,0.0,0.0,0.0,0.0,0.495359,0.2476795,0.31403600000000004,0.31403600000000004,3.0,0.0,0.0,11,9
0.28,0.28,0.0,3.225649,0.169771,4.839663999999999,0.18614092307692304,5.0,0.0,0.0,0.0,0.0,0.0,0.28618499999999997,0.095395,0.236391,0.236391,4.0,0.0,0.0,8,6
0.2,0.2,0.0,4.897804,0.212948,3.162281,0.12649124,4.8,0.0,0.0,0.0,0.0,0.0,0.581442,0.290721,0.0,0.0,2.0,0.0,0.0,9,9
0.28,0.28,0.0,5.284791,0.220199625,6.0194709999999985,0.1719848857142857,5.363636363636363,0.0,0.0,0.0,0.0,0.0,0.866078,0.28869266666666665,0.0,0.0,3.0,0.0,0.0,9,6
0.32,0.32,0.0,5.778944000000001,0.2063908571428572,7.466638999999999,0.201801054054054,5.909090909090909,0.0,0.0,0.0,0.0,0.0,0.918718,0.2296795,0.0,0.0,4.0,0.0,0.0,10,6
0.28,0.28,0.0,6.170383,0.19282446875,3.981438,0.15313223076923074,5.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.504274,0.16809133333333334,0.31403600000000004,0.31403600000000004,4.0,0.0,0.0,9,3
0.56,0.56,0.0,6.1915,0.1719861111111111,4.4256,0.177024,5.545454545454546,4.6664590000000015,0.16091237931034486,4.467789,0.186157875,5.3,7.408118999999999,0.21166054285714286,8.686698,0.2995413103448276,6.4,0.0,0.0,9,3
0.32,0.32,0.0,6.2013919999999985,0.20671306666666664,4.645065,0.1858026,5.5,0.7878,0.19695,0.0,0.0,1.3333333333333333,1.040017,0.11555744444444445,1.772543,0.19694922222222225,6.0,0.0,0.0,8,3
0.32,0.32,0.0,9.466043000000004,0.1931845510204082,7.121685,0.20946132352941174,6.384615384615384,0.7878,0.19695,0.0,0.0,1.3333333333333333,2.0270240000000004,0.15592492307692307,4.0872769999999985,0.34060641666666663,8.333333333333334,0.0,0.0,8,3
0.28,0.28,0.0,7.814336999999999,0.2232667714285714,6.4672649999999985,0.20210203125,5.583333333333332,0.7878,0.19695,0.0,0.0,1.3333333333333333,1.3862379999999999,0.13862380000000002,2.74929,0.22910749999999994,7.333333333333332,0.0,0.0,9,3
0.24,0.24,0.0,8.149133,0.18951472093023256,6.954809,0.1783284358974359,5.857142857142858,0.7878,0.19695,0.0,0.0,1.3333333333333333,2.86171,0.178856875,2.7212169999999998,0.2721217,8.666666666666666,0.0,0.0,8,3
