stability,positive_trans,mean
0.5750000000000001,0.01065741460923023,0.0001
0.5750000000000001,0.06232264655951163,0.0005
0.5750000000000001,0.11697467138176482,0.001
0.5750000000000001,0.6347552001636896,0.005
0.5750000000000001,1.1319158956832807,0.01
0.6000000000000001,5.674072283646614,0.05
0.6250000000000001,12.043168489993615,0.1
