stability,positive_trans,mean
0.7250000000000001,0.01117840268576968,0.0001
0.7250000000000001,0.059707093156613114,0.0005
0.7250000000000001,0.10870410905374947,0.001
0.7250000000000001,0.550620776301328,0.005
0.7250000000000001,1.116053772242049,0.01
0.7500000000000001,5.453909346703485,0.05
0.7750000000000001,10.802297900087215,0.1
