stability,positive_trans,mean
0.9000000000000005,0.010562768295797928,0.0001
0.9000000000000005,0.05803213455292601,0.0005
0.9000000000000005,0.11463898281971639,0.001
0.9000000000000005,0.5552668629478053,0.005
0.9000000000000005,1.0833622959311069,0.01
0.9000000000000005,5.639989867631591,0.05
0.9000000000000005,11.797702240921856,0.1
