stability,positive_trans,mean
0.7000000000000003,0.012254499504107176,0.0001
0.7000000000000003,0.05456318936954916,0.0005
0.7000000000000003,0.10669250168217698,0.001
0.7500000000000003,0.6039811460753408,0.005
0.8500000000000004,1.187300339023134,0.01
1.0000000000000004,5.691154799971097,0.05
1.0000000000000004,11.466431621735723,0.1
