stability,positive_trans,mean
0.5750000000000001,0.011697393732369233,0.0001
0.5750000000000001,0.05819222656754451,0.0005
0.5750000000000001,0.11506676744965487,0.001
0.5750000000000001,0.5662551895533177,0.005
0.5750000000000001,1.146956073155514,0.01
0.8250000000000002,5.636271922682902,0.05
0.9000000000000002,11.61184554263048,0.1
