stability,positive_trans,mean
0.675,0.010977150320447675,0.0001
0.675,0.056225046411774796,0.0005
0.675,0.11790512880234591,0.001
0.675,0.5347932777783501,0.005
0.675,1.1339856054768012,0.01
0.7000000000000001,5.822449466821193,0.05
0.675,10.530735915278715,0.1
